category,price_range,weight,processor,operating_system,hard_drive,optical_drive,memory,price
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,3GB,799.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,More than 4GB,479.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,3GB,679.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,4GB,509.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,4GB,789.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,4GB,799.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,3GB,409.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,3GB,449.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,More than 4GB,579.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,More than 4GB,519.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,,4GB,599.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,,4GB,599.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,500GB,,4GB,669.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,,3GB,679.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,500GB,,3GB,659.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,500GB,,More than 4GB,509.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,,More than 4GB,769.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,,3GB,639.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,,More than 4GB,629.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,More than 4GB,639.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,3GB,749.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,More than 4GB,569.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,3GB,499.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,More than 4GB,719.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,3GB,779.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,3GB,459.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,More than 4GB,569.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,3GB,559.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,3GB,759.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,3GB,429.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,3GB,639.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,3GB,659.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,3GB,429.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,3GB,589.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,3GB,709.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,More than 4GB,599.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,More than 4GB,419.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,More than 4GB,499.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,More than 4GB,659.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,More than 4GB,439.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,More than 4GB,749.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,More than 4GB,699.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,More than 4GB,449.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,4GB,729.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,4GB,639.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,4GB,569.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,4GB,769.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,4GB,559.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,4GB,569.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,4GB,629.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,4GB,439.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,4GB,519.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,4GB,579.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,4GB,479.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,4GB,439.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,4GB,709.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,4GB,409.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,4GB,519.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,3GB,599.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,3GB,719.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,3GB,569.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,More than 4GB,749.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,More than 4GB,619.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,More than 4GB,629.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,4GB,609.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,4GB,689.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,More than 4GB,719.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,More than 4GB,409.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,3GB,679.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,3GB,569.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,More than 4GB,639.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,3GB,619.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,4GB,789.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,,3GB,729.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,,More than 4GB,679.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,,More than 4GB,659.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,,3GB,659.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,3GB,469.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,More than 4GB,599.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,3GB,779.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,More than 4GB,529.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,4GB,779.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,4GB,669.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,,4GB,529.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,,4GB,669.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,More than 4GB,679.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,More than 4GB,769.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,More than 4GB,449.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,More than 4GB,719.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,4GB,469.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,3GB,609.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,4GB,429.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,3GB,779.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,3GB,759.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,4GB,739.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,3GB,749.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,4GB,499.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,,More than 4GB,569.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,,More than 4GB,409.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,,3GB,689.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,,3GB,749.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,,4GB,709.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,,4GB,739.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,More than 4GB,539.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,3GB,619.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,4GB,409.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,4GB,619.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,3GB,429.0
XPS Laptops,$400 - $800,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,More than 4GB,569.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,,4GB,749.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,,4GB,639.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,,More than 4GB,799.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,,More than 4GB,449.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,,3GB,599.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,,3GB,589.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,250GB,,4GB,659.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,250GB,,3GB,759.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,250GB,,More than 4GB,779.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,320GB,,More than 4GB,549.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,320GB,,3GB,409.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,320GB,,4GB,649.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,4GB,569.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,320GB,,4GB,559.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,4GB,509.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,,4GB,569.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,,4GB,689.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,250GB,,4GB,409.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,4GB,759.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,4GB,669.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,3GB,759.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,250GB,,3GB,779.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,3GB,529.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,320GB,,3GB,569.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,More than 4GB,759.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,More than 4GB,709.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,250GB,,More than 4GB,409.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,320GB,,More than 4GB,739.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,More than 4GB,489.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,3GB,639.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,,More than 4GB,539.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,,3GB,549.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,,More than 4GB,759.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,More than 4GB,789.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,3GB,629.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,,3GB,579.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,More than 4GB,699.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,More than 4GB,609.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,More than 4GB,579.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,More than 4GB,699.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,More than 4GB,499.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,More than 4GB,739.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,4GB,599.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,4GB,469.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,4GB,659.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,4GB,649.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,4GB,769.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,4GB,469.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,More than 4GB,609.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,More than 4GB,449.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,More than 4GB,479.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,More than 4GB,729.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,More than 4GB,579.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,More than 4GB,439.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,4GB,659.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,4GB,659.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,4GB,539.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,4GB,539.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,4GB,769.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,4GB,619.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,3GB,539.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,3GB,769.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,3GB,679.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,3GB,659.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,3GB,679.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,3GB,539.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,3GB,429.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,3GB,759.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,3GB,739.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,3GB,639.0
XPS Laptops,$400 - $800,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,3GB,709.0
XPS Laptops,$400 - $800,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,3GB,789.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,250GB,,3GB,609.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,250GB,,4GB,759.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,250GB,,2GB,679.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,250GB,,4GB,419.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,250GB,,3GB,419.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,250GB,,2GB,459.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,500GB,,4GB,709.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,160GB,,4GB,559.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,500GB,,4GB,629.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,160GB,,4GB,519.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,160GB,,3GB,689.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,500GB,,3GB,679.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,500GB,,3GB,539.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,160GB,,3GB,709.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,160GB,,2GB,429.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,500GB,,2GB,439.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,500GB,,2GB,449.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,160GB,,2GB,669.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,320GB,,4GB,479.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,320GB,,2GB,729.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,320GB,,4GB,679.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,320GB,,2GB,529.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,320GB,,3GB,699.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,320GB,,3GB,489.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,160GB,CD_DVD +RW,3GB,439.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,160GB,CD_DVD +RW,3GB,799.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,320GB,CD_DVD +RW,3GB,729.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,250GB,CD_DVD +RW,3GB,549.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,320GB,CD_DVD +RW,3GB,789.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,250GB,CD_DVD +RW,3GB,469.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,500GB,CD_DVD +RW,3GB,689.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,500GB,CD_DVD +RW,3GB,469.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,160GB,CD_DVD +RW,2GB,529.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,160GB,CD_DVD +RW,4GB,759.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,160GB,CD_DVD +RW,2GB,749.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,160GB,CD_DVD +RW,4GB,779.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,320GB,CD_DVD +RW,4GB,709.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,320GB,CD_DVD +RW,4GB,629.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,320GB,CD_DVD +RW,2GB,689.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,320GB,CD_DVD +RW,2GB,739.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,500GB,CD_DVD +RW,2GB,729.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,500GB,CD_DVD +RW,4GB,629.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,500GB,CD_DVD +RW,2GB,699.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,500GB,CD_DVD +RW,4GB,599.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,250GB,CD_DVD +RW,4GB,799.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,250GB,CD_DVD +RW,4GB,769.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 7,250GB,CD_DVD +RW,2GB,719.0
Inspiron Laptops,$400 - $800,Light,Intel Celeron,Windows 8,250GB,CD_DVD +RW,2GB,539.0
Inspiron Laptops,$400 - $800,Light,Intel Pentium Dual core,Windows 7,320GB,,2GB,549.0
Inspiron Laptops,$400 - $800,Light,Intel Pentium Dual core,Windows 7,500GB,,2GB,539.0
Inspiron Laptops,$400 - $800,Light,Intel Pentium Dual core,Windows 7,160GB,,2GB,519.0
Inspiron Laptops,$400 - $800,Light,Intel Pentium Dual core,Windows 7,500GB,CD_DVD +RW,2GB,779.0
Inspiron Laptops,$400 - $800,Light,Intel Pentium Dual core,Windows 7,160GB,CD_DVD +RW,2GB,729.0
Inspiron Laptops,$400 - $800,Light,Intel Pentium Dual core,Windows 7,320GB,CD_DVD +RW,2GB,479.0
Inspiron Laptops,$400 - $800,Light,Intel Pentium Dual core,Windows 8,320GB,,2GB,609.0
Inspiron Laptops,$400 - $800,Light,Intel Pentium Dual core,Windows 8,320GB,CD_DVD +RW,2GB,779.0
